2005/6/7 7:00,56718587433
2005/6/7 8:00,76456162968
2005/6/7 9:00,82534038485
2005/6/7 10:00,88796995092
2005/6/7 11:00,90247922345
2005/6/7 12:00,90146117117
2005/6/7 13:00,90457410673
2005/6/7 14:00,89967660859
2005/6/7 15:00,87211742250
2005/6/7 16:00,73610634839
2005/6/7 17:00,56695326238
2005/6/7 18:00,48110601866
2005/6/7 19:00,44406878766
2005/6/7 20:00,43050199070
2005/6/7 21:00,36961508495
2005/6/7 22:00,31555022712
2005/6/7 23:00,27467342825
2005/6/8 0:00,25041832565
2005/6/8 1:00,21160963384
2005/6/8 2:00,19820358830
2005/6/8 3:00,19088172849
2005/6/8 4:00,23204098006
2005/6/8 5:00,26290215100
2005/6/8 6:00,42380697686
2005/6/8 7:00,70062696507
2005/6/8 8:00,80545779973
2005/6/8 9:00,92844295517
2005/6/8 10:00,96880965179
2005/6/8 11:00,90932927706
2005/6/8 12:00,91291134373
2005/6/8 13:00,91713661478
2005/6/8 14:00,90959467260
2005/6/8 15:00,79385942062
2005/6/8 16:00,62489604464
2005/6/8 17:00,56243244765
2005/6/8 18:00,50040519394
2005/6/8 19:00,46874882633
2005/6/8 20:00,41135776475
2005/6/8 21:00,33502564447
2005/6/8 22:00,28113068984
2005/6/8 23:00,24938212968
2005/6/9 0:00,21893717932
2005/6/9 1:00,20344443618
2005/6/9 2:00,19757922807
2005/6/9 3:00,19588672617
2005/6/9 4:00,21350728448
2005/6/9 5:00,34965445638
2005/6/9 6:00,58397356904
2005/6/9 7:00,79198224742
2005/6/9 8:00,89726734078
2005/6/9 9:00,92701958472
2005/6/9 10:00,89941544749
2005/6/9 11:00,93225272251
2005/6/9 12:00,93840519305
2005/6/9 13:00,91765453742
2005/6/9 14:00,84996841280
2005/6/9 15:00,70779170417
2005/6/9 16:00,53526087319
2005/6/9 17:00,46784929778
2005/6/9 18:00,44815865828
2005/6/9 19:00,43427241554
2005/6/9 20:00,35995811572
2005/6/9 21:00,29517833610
2005/6/9 22:00,25972915242
2005/6/9 23:00,22076654385
2005/6/10 0:00,18612412211
2005/6/10 1:00,17578929475
2005/6/10 2:00,17890609373
2005/6/10 3:00,19914942830
2005/6/10 4:00,24541346137
2005/6/10 5:00,41746859874
2005/6/10 6:00,68945777025
2005/6/10 7:00,83169448382
2005/6/10 8:00,86786075089
2005/6/10 9:00,89042055096
2005/6/10 10:00,86097518435
2005/6/10 11:00,88060769558
2005/6/10 12:00,82790015630
2005/6/10 13:00,77013585468
2005/6/10 14:00,69808192637
2005/6/10 15:00,54702484989
2005/6/10 16:00,44434741117
2005/6/10 17:00,41097148377
2005/6/10 18:00,39589080464
2005/6/10 19:00,38201899367
2005/6/10 20:00,32410734851
2005/6/10 21:00,28470110617
2005/6/10 22:00,24499437605
2005/6/10 23:00,21541009914
2005/6/11 0:00,19911908989
2005/6/11 1:00,19004052140
2005/6/11 2:00,18433033394
2005/6/11 3:00,18084021621
2005/6/11 4:00,18353670284
2005/6/11 5:00,20552677072
